so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
my group includes a lawyer who defended victims of the franco regime and another member who was a victim himself having been tortured in the dungeons of the secret police	Mon groupe comprend un avocat qui a défendu des victimes du régime franquiste , un autre député qui a été lui - même victime , qui a subi la torture dans les caves de la police secrète .
that is why we ask the house to support our amendment earmarking eur 500 million for iraq	C’ est pourquoi nous demandons à l’ Assemblée de soutenir notre amendement prévoyant de réserver 500 millions d’ euros au profit de l’ Irak .
a quantifiable reduction in the use of these products must be genuinely implemented in the long term	À terme , une réduction quantitative chiffrée de l' utilisation de ces produits devra réellement être mise en place .
the british government refuses to provide the gbp 1.5 m needed to build an interceptor tunnel to stop these overflows	Le gouvernement britannique refuse de fournir le million et demi de livres sterling nécessaire à la construction d’ un tunnel d’ interception destiné à mettre un terme à ces déversements .
i call upon all of you here not to allow the spirit of a europe of closed doors and defences against people who seek our help to win the day	Je vous demande ceci : ne permettez pas que cette tendance à la fermeture européenne et au rejet des personnes en demande d' aide s' impose .
mr president mr schmit and mr almunia may i thank those last two gentlemen for their contributions today concerning the world bank	Monsieur le Président , Messieurs Schmit et Almunia , permettez - moi de remercier ces deux derniers orateurs pour leur contribution de ce jour au sujet de la Banque mondiale .
we also need to be able to make our own organisation more efficient and to try to make savings where possible in order by doing so to also be able to finance any additional needs	Nous devons également pouvoir rendre notre organisation plus efficace et essayer de faire des économies lorsque cela est possible afin de pouvoir aussi , ce faisant , financer tous les besoins supplémentaires .
i would like to conclude by making two rather provocative comments on the discussion as a whole	Je conclurai , si vous le permettez , par deux commentaires plutôt provocateurs à propos du débat en général .
other exchange rates will respond to these shifts	D’ autres taux de changes réagiront en conséquence .
but that trade should reflect ukraine 's competing with the world unconstrained by a private deal that excludes outsiders and their demands for a stable and predictable legal environment and the best business practices	Toutefois , ces échanges devraient refléter la compétitivité ukrainienne avec le reste du monde , sans les contraintes d' un accord privé excluant tout partenaire extérieur et ses exigences de stabilité et de prévisibilité du côté légal et les bonnes pratiques économiques .
